"The Following Of Christ, In Four Books","Thomas a Kempis"
"Cuentos de poeta","Rufino Blanco Fombona"
"The Colored People of Chicago","A. P. Drucker, Sophia Boaz A. L. Harris, and Miriam Schaffner"
"The Clockwork Man","E. V. Odle"
"The History Of Patient Grisel, 1619","Anonymous"
"The White Chief of the Ottawa","Bertha Wright Carr-Harris"
"The Belgian Mother and Ballads of Battle Time","T. A. Browne"
"Boy Scouts with Joffre","Capt. V. T. Sherman"
"Illustrated History of Furniture","Frederick Litchfield"
"The heir","Victoria Sackville-West"
"Shibusawa","I. William Adams"
"Vocabulaire,  Poèmes","Jean Cocteau"
"The Collected Writings of Dougal Graham, Skellat Bellman of Glasgow, Vol. 1 of 2","Dougal Graham and George MacGregor]"
"The German Fury in Belgium","L. Mokveld"
"Ninth Cavalry","Daniel Webster Comstock"
"Dark Windows","Bryce Walton"
"Der Wille zur Macht","Friedrich Nietzsche"
"Oregon the Picturesque","Thomas D. Murphy"
"Vier Jahre in Spanien.","August Karl von Goeben"
"Drei Monate Fabrikarbeiter und Handwerksbursche","Paul Göhre"
"A Wheel Within a Wheel","Frances E. Willard"
"Tableau historique et pittoresque de Paris depuis les Gaulois jusqu'à nos jours, Tome 7/8","J. B. Bins de Saint-Victor"
"Ruy Blas","Victor Hugo"
"Millionen, Der Tod des Iwan Lande","Michail Petrowitsch Arzybaschew"
"Om det nord-tschudiska språket","Elias Lönnrot"
"The Trinity Archive, Vol. 1, No. 1","Trinity College"
"Crocheted Rugs, Star Book No. 106","American Thread Company"
"An Account of the Late Intended Insurrection among a Portion of the Blacks of this City","Unknown"
"Les Français peints par eux-mêmes, tome 2","Various"
"I Pose","Stella Benson"
"The War Zone of the Kaiser","Capt. V. T. Sherman"
"A Doctor in France, 1917-1919","Harold Barclay"
"Old Buildings of New York","Anonymous"
"A History of the Second Division, Naval Militia, Connecticut National Guard","Daniel D. Bidwell"
"Sämtliche Werke 3-4: Der Idiot","Fjodor Michailowitsch Dostojewski"
"Visible and Invisible","Edward Frederic Benson"
"Enquiry Into the Origin and Intimate Nature of Malaria","Thomas Wilson"
"Birds, Beasts and Flowers","D. H. Lawrence"
"L'invasore","Annie Vivanti"
"Narrative of a Recent Imprisonment in China after the Wreck of the Kite","John Lee Scott"
"A Treatise on the Art of Midwifery","Elizabeth Nihell"
"Selections from the Writings of Kierkegaard","Søren Kierkegaard"
"Disenchantment","Charles Edward Montague"
"The Man on the Other Side","Ada Barnett"
"A King's Daughter","John Masefield"
"Land at Last","Edmund Yates"
"The Boy Travellers on the Congo","Thomas W. Knox"
"The Green Mirror","Hugh Walpole"
"Maradick at Forty","Hugh Walpole"
"Jeremy and Hamlet","Hugh Walpole"
"The Young Enchanted","Hugh Walpole"
"Histoire de France","Ovando Byron Super"
"The Missing Pocket-Book","Harry Castlemon"
"Prisoners of War in Britain 1756 to 1815","Francis Abell"
"A Plea for Monogamy","Wilfrid Lay"
"Jerusalem, the City of Herod and Saladin","Walter Besant and Edward Henry Palmer"
"Star-land","Robert Stawell Ball"
"The Bakhtyar Nama","Anonymous"
"My Disillusionment in Russia","Emma Goldman"
"The American Missionary, Vol. 37, No. 2, February, 1883","Various"
"Agriculture of the Hidatsa Indians","Gilbert Livingstone Wilson"
"The Germ Growers","Robert Potter"
"Clipped Wings","Percy F. Westerman"
"Kitty Carstairs","J. J. Bell"
"The Last Victory","Tom Godwin"
"The Message and Mission of Quakerism","William C. Braithwaite and Henry T. Hodgkin"
"Returned Empty","Florence L. Barclay"
"Kurzgefaßte Deutsche Stilistik","Otto Lyon"
"The Last Brave Invader","Charles L. Fontenay"
"Fechsung","Peter Altenberg"
"The Bridge","G. G. Revelle"
"The Birds of Australia, Vol. 2 of 7","John Gould"
"Irlantilaisia satuja","Anonymous"
"The New Jersey Law Journal, March, 1922","Various"
"Team-Mates","Ralph Henry Barbour"
"The American Missionary, Vol. 37, No. 1, January, 1883","Various"
"The World Above","Martha Foote Crow"
"Tillicums of the Trail","George C. F. Pringle"
"Die Hexe von Norderoog","Anton von Perfall"
"Welsh Rarebit Tales","Harle Oren Cummins"
"An geöffneter Tür","Clara Sudermann"
"Una giovinezza del secolo XIX","Anna Radius Zuccari"
"Bramble Bush","Alan E. Nourse"
"The Nineteenth and Their Times","John Biddulph"
"Science Primers, Introductory","Thomas Huxley"
"Harper's Round Table, January 5, 1897","Various"
"Nousukas","K. A. Järvi"
"The Delmonico Cook Book","Alessandro Filippini"
"Clemencia","Fernán Caballero"
"The Birds and the Bees","David E. Fisher"
"African Colonization by the Free Colored People of the United States an Indispensable Auxiliary to African Missions","David Christy"
"A London Mosaic","Walter Lionel George"
"Pele and Hiiaka","Nathaniel Bright Emerson"
"The Thirteen Travellers","Hugh Walpole"
"Splashing into Society","Iris Barry"
"Bobbins of Belgium","Charlotte Kellogg"
"Yhdenvertaisuus","Edward Bellamy"
"Leave it to Doris","Ethel Hueston"
"Tales of a Cruel Country","Gerald Cumberland"
"From Newton to Einstein","Benjamin Harrow"
"Deep Sea Hunters in the Frozen Seas","A. Hyatt Verrill"
"Along the Mohawk Trail","Percy Keese Fitzhugh"
"Covered With Mud and Glory","Georges Lafond"
"Five-minute Sermons for Low Masses on All Sundays Of The Year, Volume 2","Various"
"Kesätoverit","Hilja Haahti"
"The Red Cross Girls on the French Firing Line","Margaret Vandercook"
"The Virtue and Use of Coffee With Regard to the Plague And Other Infectious Distempers","Richard Bradley"
"Verses and Sonnets","Hilaire Belloc"
"Where Are We Going?","David Lloyd George"
"The Five Nations, Vol. 2 of 2","Rudyard Kipling"
"The Five Nations, Vol. 1 of 2","Rudyard Kipling"
"New lands within the Arctic circle","Julius Payer"
"The Duke of Brittany","Henriette Jeanrenaud"
"Birds of Heaven and Other Stories","Vladimir Galaktionovich Korolenko"
"Roy Blakeley's Funny-bone Hike","Percy Keese Fitzhugh"
"Casell's Book of Birds","Thomas Rymer Jones and Alfred Edmund Brehm"
"The Noble Rogue","Baroness Emmuska Orczy Orczy"
"Advice","Mawell Bodenheim"
"Joosef vakkamestari","Johanna Spyri"
"The Golden Bough, A Study in Magic and Religion, Third Edition Vol. 2 of 12","James George Frazer"
"La Vita Italiana nel Settecento","Various"
"The Messiah of the Cylinder","Victor Rousseau"
"A Tour of Historic Richmond","Frances Leight Williams"
"Gatlinburg and the Great Smokies","Ernie Pyle"
"Fort Robinson","Roger Tibbetts Grange, Jr"
"Larry Dexter, Reporter","Howard R. Garis"
"A Historical Sketch of Company B," Eighteenth Regiment Ohio Volunteer Infantry","Jewett Palmer"
"The Purchase of the North Pole","Jules Verne"
"Sheaves","E. F. Benson"
"Harper's Round Table, December 29, 1896","Various"
"Stories of the East","Leonard Woolf"
"The New Jersey Law Journal","Various"
"Poems","Clive Bell"
"George Washington","Ferdinand Schmidt"
"The Seventy's Course in Theology (First Year)","B. H. Roberts"
"The Geologic Story of Mount Rainier","Dwight R. Crandell"
"The Gray Shadow","Roy J. Snell"
"Daniela","Bertha von Suttner"
"The Natural History of Pliny, Vol. 2 of 6","Pliny the Elder"
"The Priest And The Acolyte","John Francis Bloxam"
"Three Sailor Boys or Adrift in the Pacific","Verney Lovett Cameron"
"Ships & Ways of Other Days","Edward Keble Chatterton"
"The Preparation & Mounting of Microscopic Objects","Thomas Davies"
"Boschgeheimen","William J. Long"
"Les animaux et leurs hommes, Les hommes et leurs animaux","Paul Éluard"
"The Raid of Dover","Douglas Morey Ford"
"Kertoelmia","Cornelia Lewetzow"
"The Camp in the Foot-Hills","Harry Castlemon"
"The Sexes in Science and History","Eliza Burt Gamble"
"Souvenir Map and Guide for Tourists in the Black Hills of South Dakota","Dakota Engineering Company and Edward K. Mather"
"Irish Yarns Wit and Humor, No. 2","Anonymous"
"Galileo Galilei and the Roman Curia","Karl von Gebler"
"Ernesto Garcia Cabral","George Robert Graham Conway"
"Notre Dame de Paris","Charles Hiatt"
"Problems of Life and Mind, Second series, The Physical Basis of Mind","George Henry Lewes"
"The Campfire Girls Around the Campfire","Laura Lee Hope"
"Las fiestas de San Juan, reseña histórica de lo que han sido y de lo que son","Federico Asenjo"
"The Bear Family at Home, and How the Circus Came to Visit Them","Curtis D. Wilbur"
"Unsere Nachbarn","Ada Christen"
"Pretty Verses for All Good Children","Unknown"
"Papierprüfung","Wilhelm Herzberg"
"The Cambridge Ely and King's Lynn Road","Charles G. Harper"
"Mémoires de Céleste Mogador, Vol. 4 of 4","Céleste de Chabrillan"
"Salaperäinen ratsastaja","Zane Grey"
"Graham's Magazine, Vol. 40, No. 6, June 1852","Various"
"Letture sopra la mitologia vedica","Angelo De Gubernatis"
"How to Succeed","Rosetta Dunigan"
"Le bestiaire: ou Corte?ge d'Orphe?e","Guillaume Apollinaire"
"Fuente Ovejuna","Lope de Vega"
"The Attack in Trench Warfare","André Laffargue"
"Full Speed Ahead","Henry B. Beston"
"The Coming Ice Age","C. A. M. Taber"
"Echos de Pariz","Eça de Queiroz"
"Vignettes","Hubert Crackanthorpe"
"Spices, Their Histories","Robert O. Fielding"
"The Boy Fortune Hunters in Panama","Floyd Akers"
"Intiaanipoika","Charles A. Eastman"
"From the Heart of Israel","Bernard Drachman"
"The Ramayana Volume Three","Valmiki"
"Polite Conversation","Jonathan Swift"
"Bedouin Love","Arthur Edward Pearse Brome Weigall"
"The Story of King Arthur and his Knights","Howard Pyle"
"Nella vita","Salvatore Di Giacomo"
"Young Macedonian in the Army of Alexander the Great","Alfred J. Church"
"Graham's Magazine, Vol. 40, No. 5, May 1852","Various"
"Education of the Negroes Since 1860","J. L. M. Curry"
"The Prime Minister","Harold Spender"
"Through the Desert","Henryk Sienkiewicz"
"Dancers in the Dark","Dorothy Speare"
"By the Good Sainte Anne","Anna Chapin Ray"
"The Children of the Abbey","Regina Maria Roche"
"Russia in the Shadows","H. G. Wells"
"Harper's Round Table, December 22, 1896","Various"
"Vahram's chronicle of the Armenian kingdom in Cilicia, during the time of the Crusades","Vahram and Charles Fried. Neuman"
"Travels Amongst American Indians","Lindesay Brine"
"The House of Helen","Corra Harris"
"Mrs. Ames","E. F. Benson"
"Three Plays","Alan Alexander Milne"
"The Ordeal by Fire","Marcel Berger"
"Navaho Legends","Washington Matthews"
"Fancies versus Fads","G. K. Chesterton"
"Culinary Chemistry","Frederick Accum"
"Solario the Tailor","William Bowen"
"Rajalahden torppa","Johan Olof Åberg"
"Lea","Felice Cavallotti"
"Identification of the Larger Fungi","Roy Watling"
"Cocke Lorelles Bote","Anonymous"
"On the Plains with Custer","Edwin L. Sabin"
"Dictionary of Battles","Thomas Benfield Harbottle"
"Pen Pictures of British Battles","Various"
"The Red Cross Girls in the British Trenches","Margaret Vandercook"
"Winter Sports in Switzerland","E. F. Benson"
"History of the Reformation in Europe in the time of Calvin Vol. 2 of 8","Merle d'Aubigné"
"Annals of the Turkish Empire, from 1591 to 1659","Mustafa Naima"
"Selling Latin America","William E. Aughinbaugh"
"Pride and His Prisoners","A. L. O. E"
"Graham's Magazine, Vol. 40, No. 4, April 1852","Various"
"Vida del escudero Marcos de Obregón","Vicente Espinel"
"The Secret Way","Zona Gale"
"The Conquest of a Continent","Madison Grant"
"Under Six Flags: The Story of Texas","M. E. M. Davis"
"Prairie Peak and Plateau","John Chronic and Halka Chronic"
"Hymns and Poems","A. L. O. E"
"Graham's Magazine, Vol. 40, No. 3, March 1852","Various"
"New Paths through Old Palestine","Margaret Slattery"
"Graham's Magazine, Vol. 40, No. 2, February 1852","Various"
"Edith and her Ayah, and Other Stories","A. L. O. E"
"Una Cristiana","Emilia Pardo Bazán"
"The Sisters Rondoli","Guy de Maupassant"
"Mexico and Her People of To-day","Nevin Otto Winter"
"Lumber Legal Opinions","Anonymous"
"Young Visitor to Mars","Richard Mace Elam, Jr"
"Wild Animals of Yellowstone National Park","Harold J. Brodrick"
"Estes Park, Colorado","Chamber of Commerce"
"Kylän lauluja","Larin-Kyösti"
"A Visit to the Sarö and Shera Yögurs","C. G. E. Mannerheim"
"Graham's Magazine, Vol. 40, No. 1, January 1852","Various"
"Monotonie","Alfredo Oriani"
"Pens and Types","Benjamin Drew"
"Love of the Wild","Archie P. McKishnie"
"The Girl of the Golden Gate","William Brown Meloney"
"The Wonderful Year","William J. Locke"
"The Tale of Triona","William J. Locke"
"The Glory of Clementina Wing","William J. Locke"
"The House of Baltazar","William J. Locke"
"Casa Grande Ruins Trail","Anonymous"
"Los Desastres de la guerra","Francisco de Goya"
"Idillii spezzati","Antonio Fogazzaro"
"The Sardonic Arm","Maxwell Bodenheim"
"A student's history of education","Frank Pierrepont Graves"
"Ireton, A Poem","Thomas Bailey"
"Nala och Dayamanti","Anonymous"
"Harper's Round Table, December 15, 1896","Various"
"Legend of the blemished king and other poems","James H. Cousins"
"Five Minute Sermons, Vol. 1","Rev. Algernon A. Brown and Anonymous"
"Tableau historique et pittoresque de Paris depuis les Gaulois jusqu'à nos jours (Tome 6/8)","Jacques-Maximilien Benjamin Bins de Saint-Victor"
"The Great Galveston Disaster","Paul Lester [Subtitle: Containing a Full and Thrilling Account  of the Most Appalling Calamity of Modern Times  Including Vivid Descriptions of the Hurricane"
"What a Colored Man Should Do to Vote","Anonymous"
"Wanderer of the Wasteland","Zane Grey"
"Large Fees and how to get them","Albert V. Harmon and George Frank Lydston"
"Cecilia of the Pink Roses","Katharine Haviland Taylor"
"Mr. Rabbit at Home","Joel Chandler Harris"
"Horses and Men","Sherwood Anderson"
"Mr. Fortune's Practice","H. C. Bailey"
"Croatian Tales of Long Ago","Ivana Brlic-Mazuranic"
"Suomen kansan seikkailusatuja","Iivo Härkönen"
"Cane","Jean Toomer"
"The Dim Lantern","Temple Bailey"
"Der Snob","Carl Sternheim"
"Le streghe","Defendente Sacchi"
"Influenza","Provincial Board of Health Ontario"
"The Boy Travellers in The Russian Empire","Thomas W. Knox"
"Il Parlamento Nazionale Napoletano per gli anni 1820 e 1821","Various"
"Life in Southern Prisons","Charles Smedley"
"Harper's Round Table, December 8, 1896","Various"
"The Stock Exchange from Within","W. C. van Antwerp"
"Star People","Katharine Fay Dewey"
"Le fourbe","Marcel Boulenger"
"Le Grand Écart","Jean Cocteau"
"The White Heart of Mojave","Edna Brush Perkins"
"The Millennium and Other Poems","Parley P. Pratt"
"An Englishwoman in Utah","Mrs. T. B. H. Stenhouse"
"A Memoir of Thomas Bewick","Thomas Bewick"
"The Mysterious Stranger","John T. McCutcheon"
"The Forlorn Hope, Vol. 2 of 2","Edmund Yates"
"The Forlorn Hope, Vol. 1 of 2","Edmund Yates"
"Texas Gemstones","Elbert A. King, Jr"
"Ritratti letterari","Edmondo De Amicis"
"Leave it to Psmith","P. G. Wodehouse"
"Kiana, a Tradition of Hawaii","James Jackson Jarves"
"Wings and Stings","A. L. O. E"
"Dorothea Beale of Cheltenham","Elizabeth Raikes"
"I filtrati dolci","Giuseppe De Astis"
"Die Frauenfrage im Mittelalter","Karl Bücher"
"The Century Illustrated Monthly Magazine","Various"
"With Poor Immigrants in America","Stephen Graham"
"The Lunarian Professor and His Remarkable Revelations Concerning the Earth, the Moon and Mars","James Bradun Alexander"
"Giphantia","Charles-François Tiphaigne de La Roche"
"The Uses of Diversity","G. K. Chesterton"
"Scrap Book of Mormon Literature, Vol. 1 of 2","Charles W. Penrose B. H. Roberts, Orson Pratt, and Parley P. Pratt"
"The Boy Fortune Hunters in Alaska","Lyman Frank Baum"
"Romantic Love and Personal Beauty","Henry Theophilus Finck"
"The Girl's Own Paper, Vol. 20, No. 1013, May 27, 1899","Various"
"Comment on Prononce le Français","Phillipe H. Martinon"
"Glimpses of America","James W. Buel"
"The Book of Herbs","Rosalind Northcote"
"Lehtisiä mietekirjastani","Zacharias Topelius"
"The History of the Rifle Brigade (the Prince Consort's Own Formerly the 95th","William Henry Cope"
"The Englishwoman in Egypt","Sophia Lane Poole"
"Tatlings","Sydney Tremayne"
"The Golden Wheel Dream-book and Fortune-teller","Felix Fontaine"
"Against This Age","Maxwell Bodenheim"
"Tunneling: A Practical Treatise","Charles Prelini"
"The Moon Princess","Edith Ogden Harrison"
"Hampshire Days","W. H. Hudson"
"Notes on Novelists","Henry James"
"The Secret of Heroism","William Lyon Mackenzie King"
"Great Men as Prophets of a New Era","Newell Dwight Hillis"
"Clipped Wings","Rupert Hughes"
"Clemenceau","H. M. Hyndman"
"History of the Reformation in Europe in the Time of Calvin Vol. 4 of 8","J. H. Merle D'Aubigné"
"The Principles of Ornament","James Ward"
"Lucien Leeuwen ou l'Amarante et le Noir","Stendhal"
"Miti, leggende e superstizioni del Medio Evo, vol. II","Arturo Graf"
"Miti, leggende e superstizioni del Medio Evo, vol. I","Arturo Graf"
"Lucien Leeuwen ou l'Amarante et le Noir","Stendhal"
"Seventeen Talks on the Banking Question","Charles Newell Fowler"
"Harper's Round Table, December 1, 1896","Various"
"Wars & Treaties, 1815-1914","Arthur Ponsonby"
"Miss Leslie's Complete Cookery","Eliza Leslie"
"Jingle in the Jungle","Aldo Giunta"
"The Girl's Own Paper, Vol. 20, No. 1012, May 20, 1899","Various"
"The Log of the Water Wagon","Bert Leston Taylor and W. C. Gibson"
"Conference of Officers in Charge of Government Hospitals Serving Veterans of the World War","Brig. Gen. Charles E. Sawyer, Col. Chas. R. Forbes, Dr. W. A. White, Rear Admiral E. E. Stitt, and Brig. Gen. H. S. Cumming"
"Pretty Quadroon","Charles Fontenay"
"Book of Nations, for Children","Unknown"
"The Son of His Father, Vol. 3 of 3","Margaret Oliphant"
"Uncle Wiggily's Automobile","Howard R. Garis"
"London and Its Environs Described, Vol. 3 of 6","Anonymous"
"Textile Fabrics","Daniel Rock"
"The Up Grade","Wilder Goodwin"
"The Philosophy of Beards","Thomas S. Gowing"
"London and its Environs Described, Vol. 5 of 6","Anonymous"
"Earthquakes and Other Earth Movements","John Milne"
"Grand Moving Diorama of Hindostan","Fanny Parks"
"Gambling","James Harold Romain"
"The Fables of Æsop, and Others","Bewick Thomas"
"Negro Poets and Their Poems","Robert T. Kerlin"
"Rakkauden temppeli","Aarni Kouta"
"John Rawn","Emerson Hough"
"The Living Animals of the World, Vol. 1 of 2","C. J. Cornish F. C. Selous, Harry Johnston, Louis Wain, and others]"
"Argentina and Her People of To-day","Nevin O. Winter"
"The Poetical Works of Skelton, Vol. 2 of 2","Alexander Dyce"
"The Poetical Works of Skelton, Vol. 1 of 2","Alexander Dyce"
"An Historical Sketch of the Conceptions of Memory among the Ancients","William H. Burnham"
"The Bojabi Tree","Edith Rickert and Gleb Botkin"
"The Restoration of the Gospel","Osborne J. P. Widtsoe"
"La mandragore","Jean Lorrain"
"Sermons By The Fathers Of The Congregation Of St. Paul The Apostle, Vol. 6","Various"
"Miss Meredith","Amy Levy"
"Hans Lange","Paul Heyse"
"Poems of Nature","Henry David Thoreau"
"Luck on the Wing","Elmer Haslett"
"The Dreadnought Boys' World Cruise","Wilbur Lawton"
"A Letter to John Wilkes, Esq.","Robert Holloway"
"The Conceited Pig","Anonymous"
"The Human Element","Leo Kelley"
"The Village","Ivan Bunin"
"Glen Canyon Dam","Anonymous"
"Clermont State Historic Park","Anonymous"
"Canning, Freezing, Storing Garden Produce","Various"
"Harper's Round Table, November 24, 1896","Various"
"The Impostor","John Reed Scott"
"Handicaps of Childhood","H. Addington Bruce"
"Kertoelmia","Hilja Haahti"
"The Truth About Port Arthur","E. K. Nozhin"
"Historic Ornament, Vol. 2 of 2","James Ward"
"The Life of Joseph Smith the Prophet","George Q. Cannon"
"American Indian life","Various"
"On Angel's Wings","Louisa Lilias Greene"
"The Old Printer and the Modern Press","Charles Knight"
"A Thousand Years Ago","Percy MacKaye"
"The Open Window","Mabel Osgood Wright"
"Halfway House","Maurice Hewlett"
"Reminiscences of a Raconteur","George H. Ham"
"England and the Orleans Monarchy","John Hall"
"The Middle of the Road","Philip Gibbs"
"English Surnames","Charles Wareing Endell Bardsley"
"The Shetland Pony","Charles Douglas and Anne Douglas"
"Gods and Heroes","Ferdinand Schmidt and Carl Frederich Becker"
"Blue-beard","Thomas Wilson"
"A Plain and Literal Translation of the Arabian Nights Entertainments Now Entituled the Book of the Thousand Nights and a Night, Vol. 12 of 17, Supplement 2","Richard F. Burton"
"Greek Athletic Sports And Festivals","Edward Norman Gardiner"
"New Witnesses for God, Vol. 3 of 3","B. H. Roberts"
"Montezuma Castle and Tuzigoot National Monuments","Anonymous"
"Junior Ranger Booklet: Mesa Verde","National Park Service"
"Green Thumb, 1959","Colorado Forestry and Horticulture Association"
"Hubbell Trading Post Junior Ranger Handbook","Anonymous"
"Shapes of Greek Vases","The Metropolitan Museum of Art"
"Helvi","Hilja Haahti"
"Impressions of Spain","Albert F. Calvert"
"Virgilio nel Medio Evo, vol. II","Domenico Comparetti"
"Virgilio nel Medio Evo, vol. I","Domenico Comparetti"
"Vinzi, A Story of the Swiss Alps","Johanna Spyri"
"Rhymes of the Survey and Frontier","George Blackstone Field"
"Harper's Round Table, November 17, 1896","Various"
"The Whites and the Blues","Alexandre Dumas"
"The Yellow Poppy","D. K. Broster"
"Peter Jameson","Gilbert Frankau"
"Pegeen","Eleanor Hoyt Brainerd"
"Looking Back","Seymour Fortescue"
"The Struggle for Imperial Unity","George T. Denison"
"Canada","Arthur E. Copping"
"The Love Story of Aliette Brunton","Gilbert Frankau"
"Walled In","William Osborn Stoddard"
"The Youth of the Great Elector","Ferdinand Schmidt"
"The Kingdom of Man","Edwin Ray Lankester"
"Black Sheep","Edmund Yates"
"Le blé en herbe","Colette"
"La pata de la raposa","Ramón Pérez de Ayala"
"Colorado Outings","James Steele"
"Stories of the Cave People","Mary E. Marcy"
"Drottning Moi-Même","Elisabeth Kuylenstierna-Wenster"
"The Little Gods","Rowland Thomas"
"Il roccolo di Sant'Alipio","Antonio Caccianiga"
"The Story of a Governess","Margaret Oliphant"
"Suomen kansan eläinsatuja","Iivo Härkönen"
"North Carolina Medical Journal, Vol. 3. No. 4","Various"
"Suomi Jäämerellä","Väinö Voionmaa"
"Ferns of Hawaii National Park","Douglass H. Hubbard"
"The Rock Ahead, Vol. 2 of 2","Edmund Yates"
"The Rock Ahead, Vol. 1 of 2","Edmund Yates"
"Collezione dell'opere del Cavaliere Conte Alessandro Volta - Tomo I, Parte I","Alessandro Volta"
"Pep, The Story of a Brave Dog","Clarence Hawkes"
"The American Therapist. Vol. 2, No. 7. Jan. 15th, 1894","Various"
"The Riviera of the Corniche Road","Frederick Treves"
"Cassell's Natural History, Vol. 2 of 6","Various"
"Plain-chant","Jean Cocteau"
"Tony, The Hero","Horatio Alger"
"Nuovi versi","Vittorio Betteloni"
"Natalie Page","Katherine Haviland Taylor"
"Fear","Angelo Mosso"
"The Mudlarks","Crosbie Garstin"
"Ten Days in a Mad-House","Nellie Bly"
"The Return of Clubfoot","Valentine Williams"
"New Poems","Charles G. D. Roberts"
"Newfoundland Verse","E. J. Pratt"
"The Four Stragglers","Frank L. Packard"
"The Passing Throng","Edgar Guest"
"The Charing Cross Mystery","J. S. Fletcher"
"Changeling and Other Stories","Donn Byrne"
"Reginald Bateman--Teacher and Soldier","Reginald Bateman"
"Our Union and its Defenders","J. Howard Pugh"
"Thomas l'imposteur","Jean Cocteau"
"Virgil","William Lucas Collins"
"Adrienne Lecouvreur","Eugène Scribe and Ernest Legouvé"
"Wild Animals of the Rockies","James Pershing Gilligan"
"Spiritual Folk-Songs of Early America","George Pullen Jackson"
"How to Collect and Preserve Insects","H. H. Ross"
"Charlemagne","Ferdinand Schmidt and George P. Upton"
"Bryce Canyon National Park, Utah, 1952","Anonymous"
"Bird Biographies","Alice E. Ball"
"Américo Vespucio","Gregorio Pérez Gomar"
"La prigione, Acqua sul fuoco","Ercole Luigi Morselli"
"The New Jersey Law Journal, Vol. 45, February, 1922","Various"
"Rago and Goni, The Tree-Dweller Children","Belle Wiley"
"Graphic Illustrations of Abortion and the Diseases of Menstruation","A. B. Granville"
"Around the End","Ralph Henry Barbour"
"The Sword of the King","Ronald Macdonald"
"Our Den","E. M. Waterworth"
"Suomalaisia keskiajan tutkimuksia","Väinö Voionmaa"
"Die Weiber am Brunnen","Knut Hamsun"
"Grand Teton National Park, Wyoming, 1952","Anonymous"
"Harold the Klansman","George Alfred Brown"
"Zion National Park, Utah, 1951","Anonymous"
"Metsien mies","Zane Grey"
"The Elephant Man and Other Reminiscences","Frederick Treves"
"The Silver Arrow","Elbert Hubbard"
"Butchers', Packers' and Sausage Makers' Red Book","Geo. J. Sayer"
"The Declaration of Independence","Winslow Warren"
"The Golden Book of Springfield","Vachel Lindsay"
"Candide","Voltaire"
"The Fairy Godmother-in-law","Oliver Herford"
"The Evening Post","Joseph Allan Nevins"
"London and its Environs Described, Vol. 2 of 6","Anonymous"
"Harper's Round Table, November 10, 1896","Various"
"The Cask","Freeman Wills Crofts"
"A Young Hero","Edward Ellis"
"Del sentimiento trágico de la vida","Miguel de Unamuno"
"The Chaldean Magician","Ernst Eckstein"
"Hunting Reminiscences","Alfred E. Pease"
"Filthy Rich","Fred Sheinbaum"
"Kangaroo","D. H. Lawrence"
"Rainbolt, the Ranger","Oll Coomes"
"A Comparative View of the Mortality of the Human Species at All Ages","William Black"
"The Able McLaughlins","Margaret Wilson"
"The Science of Getting Rich","Wallace D. Wattles"
"The Palace and Park","F. K. J. Shenton, Samuel Phillips Edward Forbes, Richard Owen, and George Scharf]"
"Operation Boomerang","George Revelle"
"Sestrina","Arnold Safroni-Middleton"
"Island Trail at Walnut Canyon","Anonymous"
"Vanderbilt Mansion National Historic Site, New York","Charles W. Snell"
"Grundfragen der Soziologie","Georg Simmel"
"The Book Review Digest, Vol. 2, 1906","Various , Volume II,  Book Reviews Of 1906 In One Alphabet]"
"The Geologic Story of Glacier National Park","James L. Dyson"
"Punainen lentohävittäjä","Manfred, Freiherr von Richthofen"
"My Young Master","Opie Percival Read"
"Shenstonen rouva","Florence L. Barclay"
"History of the Conquest of Mexico, Vol. 4 of 4","William H. Prescott"
"The Lay of the Nibelung Men","Anonymous"
"History of the Conquest of Mexico, Vol. 3 of 4","William H. Prescott"
"The Queer Folk of Fife","David Pryde"
"The String of Pearls","James Malcolm Rymer"
"My Life and Loves","Frank Harris"
"The Unadjusted Girl","William I. Thomas"
"A Case of Sunburn","Charles L. Fontenay"
"Selected Poems","Robert Frost"
"The White Flag","Gene Stratton-Porter"
"Epidemics Resulting from Wars","Friedrich Prinzing"
"Handbook of the new Library of Congress","Various"
"History of the Conquest of Mexico, Vol. 2 of 4","William H. Prescott"
"Merrimeg","William Bowen"
"The Markenmore Mystery","Joseph Smith Fletcher"
"Blue Ridge Parkway, Virginia and North Carolina, 1949","Anonymous"
"Tom Slade with the Flying Corps","Percy Keese Fitzhugh"
"French and German Socialism in Modern Times","Richard T. Ely"
"Brainchild","Henry Slesar"
"The Footpath Way","Various"
"Nursie's Little Rhyme Book","Anonymous"
"Rainbow Bridge National Monument, Utah, 1951","National Park Service"
"Shenandoah National Park, Virginia","Anonymous"
"The Case for Spirit Photography","Arthur Conan Doyle"
"Harper's Round Table, November 3, 1896","Various"
"With Carson and Frémont","Edwin L. Sabin"
"The Dragon in Shallow Waters","Victoria Sackville-West"
"Short Stories, Vol. 5, No. 2, March 1891","Various"
"Aus dem Reiche des Buddha","Paul Dahlke"
"Census Statistics of the Negro","Walter F. Willcox"
"Cartoons by Sir John Tenniel","John Tenniel"
"Picture-Show","Siegfried Sassoon"
"Art","Auguste Rodin"
"The Plague of the Heart","Francis Prevost"
"El Protestantismo comparado con el Catolicismo en sus relaciones con la Civilización Europea, Vols. 1-2","Jaime Luciano Balmes"
"Sandelsin urhea joukko","J. O. Åberg"
"A Finnish Grammar","C. N. E. Eliot"
"The World Crisis, Vol. 1 of 6","Winston S. Churchill"
"Hume's Political Discourses","David Hume"
"The Writing of News","Charles G. Ross"
